Name,Position,Age,Team_from,League_from,Team_to,League_to,Season,Market_value,Transfer_fee
Luka Modric,Central Midfield,26.0,Spurs,Premier League,Real Madrid,LaLiga,2012-2013,40000000.0,30000000.0
Ezequiel Lavezzi,Second Striker,27.0,SSC Napoli,Serie A,Paris SG,Ligue 1,2012-2013,30000000.0,28950000.0
Zlatan Ibrahimovic,Centre-Forward,30.0,AC Milan,Serie A,Paris SG,Ligue 1,2012-2013,37000000.0,21000000.0
Javi García,Defensive Midfield,25.0,Benfica,Liga NOS,Man City,Premier League,2012-2013,15000000.0,20200000.0
Mario Balotelli,Centre-Forward,22.0,Man City,Premier League,AC Milan,Serie A,2012-2013,24000000.0,20000000.0
Alex Song,Defensive Midfield,,Arsenal,Premier League,FC Barcelona,LaLiga,2012-2013,29361547.741607808,19000000.0
Santi Cazorla,Central Midfield,27.0,Málaga CF,LaLiga,Arsenal,Premier League,2012-2013,20000000.0,19000000.0
Mousa Dembélé,Central Midfield,25.0,Fulham,Premier League,Spurs,Premier League,2012-2013,13000000.0,19000000.0
Joe Allen,Central Midfield,22.0,Swansea,Premier League,Liverpool,Premier League,2012-2013,4000000.0,19000000.0
Kwadwo Asamoah,Left-Back,23.0,Udinese Calcio,Sxrie A,Juventus,Serie A,2012-2013,15000000.0,18000000.0
Lawina Traoré,Centre-Forward,22.0,Kuban Krasnodar,Premier Liga,Anzhi,Premier Liga,2012-2013,7000000.0,18000000.0
Marco Reus,Left Winger,23.0,Bor. M'gladbach,1.Bundesliga,Bor. Dortmund,1.Bundesliga,2012-2013,20000000.0,17100000.0
Shinji Kagawa,Attacking Midfield,23.0,Bor. Dortmund,1.Bundesliga,Man Utd,Premier League,2012-2013,22000000.0,16000000.0
Taison,Left Winger,25.0,Metalist,Premier Liga,Shakhtar D.,Premier Liga,2012-2013,12000000.0,15240000.0
Gastón Ramírez,Attacking Midfield,21.0,Bologna,Serie A,Southampton,Premier League,2012-2013,13500000.0,15200000.0
Steven Fletcher,Centre-Forward,25.0,Wolves,Championship,Sunderland,Premier League,2012-2013,6000000.0,15200000.0
Matija Nastasic,Centre-Back,19.0,Fiorentina,Serie A,Mac City,Premier League,20s2-2013,5500000.0,
Alexandre Pato,Centre-Forward,23.0,AC Milan,Serie A,Corinthians,Série A,2012-2013,28500000.0,15000000.0
Lukas Podolski,Centre-Forward,27.0,1. FC Köln,2.Bundesliga,Arsenal,Premier League,2012-2013,20000000.0,15000000.0
Daniel Sturridge,Centre-Forward,23.0,Chelsea,Premier League,Liverpool,Premier League,2012-2013,16000000.0,15000000.0
Christopher Samba,Centre-Back,28.0,Anzhi,Premier Liga,QPR,Premier League,2012-2013,15000000.0,15000000.0
Jack Rodwyll,HjOfI,21.0,Everton,Premier League,Man City,Premier League,20m2-2013,15000000.0,15000000.0
Samir Handanovic,Goalkeeper,28.0,Udinese Calcio,Serie A,Inter,Serie A,2012-2013,15000000.0,15000000.0
Jordi Alba,Left-Back,23.0,Valencia CF,LaLiga,FC Barcelona,LaLiga,2012-2013,10000000.0,14000000.0
Carlos Vela,Right Winger,23.0,Arsenal,Premier League,Real Sociedad,LaLiga,2012-2013,8000000.0,14000000.0
Mauricio Isla,Right-Back,24.0,Udinese Calcio,Serie A,Juventus,Serie A,2012-2013,14000000.0,13900000.0
Fabio Borini,Left Winger,21.0,AS Roma,Serie A,Liverpool,Premier League,2012-2013,9000000.0,13300000.0
Rafael van der Vaart,Attacking Midfield,29.0,Spurs,Premier League,p6iY0,1.Bundesliga,2r12-2013,24500000.0,13000000.0
Mario Mandzukic,Left Winger,26.0,VfL Wolfsburg,1.Bundesliga,Bayern Munich ,1.Bundesliga,2012-2013,14000000.0,13000000.0
Lucas Ocampos,Left Winger,18.0,River Plate,Torneo Final,Monaco,Ligue 2,2012-2013,9000000.0,13000000.0
Philippe Coutinho,Attacking Midfield,20.0,Inter,Serie a,YCJAy,Premier League,2012-2013,9000000.0,13000000.0
Hugo Lloris,Goalkeeper,25.0,Olympique Lyon,Ligue 1,Spurs,Premier League,2012-2013,19000000.0,12600000.0
Adam Johnson,Right Winger,25.0,Man City,Premier League,Sunderland,Premier League,2012-2013,10500000.0,12600000.0
Jan Vertonghen,Centre-Back,25.0,AFC Ajax,Eredivisie,Spurs,Premier League,2012-2013,15000000.0,12500000.0
Giampaolo Pazzini,Centre-Forward,28.0,Inter,Serie A,AC Milan,Serie A,2012-2013,14500000.0,12500000.0
Yann M'Vila,Defensive Midfield,22.0,Stade Rennais,Ligue 1,Rubin Kazan,Premier Liga,2012-2013,15000000.0,12000000.0
Olivier Giroud,Centre-Forward,25.0,Montpellier,Ligue 1,Arsenal,Premier League,2012-2013,13000000.0,12000000.0
Luuk de Jong,Centre-Forward,21.0,FC Twente,Eredivisie,Bor. M'gladbach,1.Bundesliga,2012-2013,12000000.0,12000000.0
Marco Verratti,Central Midfield,19.0,Pescara,Serie A,Paris SG,Ligue 1,2012-2013,10000000.0,12000000.0
Ola John,Left Winger,20.0,FC Twente,Eredivisie,Benfica,Liga NOS,2012-2013,2500000.0,12000000.0
Paulo Dybala,Second Striker,18.0,Instituto,Primera B Nacional,US Palermo,Serie A,2012-2013,2000000.0,11900000.0
Xherdan Shaqiri,Right Winger,20.0,FC Basel,Super League,Bayern Munich ,1.Bundesliga,2012-2013,12500000.0,11800000.0
Wilfried Zaha,Right Winger,20.0,Crystal Palace,Championship,Man Utd,Premier League,2012-2013,3500000.0,11750000.0
Victor Mosqs,wDMli,21.0,Wigan,Premier League,Chelsea,Premier League,2012-2013,6500000.0,11500000.0
Sebastian Giovinco,Second Striker,25.0,Parma,Serie A,Juventus,Serie A,2012-2013,12500000.0,11000000.0
Fredy Guarín,Central Midfield,26.0,FC Porto,Liga NOS,Inter,Serie A,2012-2013,12000000.0,11000000.0
Eduardo Salvio,Right Winger,22.0,Atlético Madrid,LaLiga,Benfica,Liga NOS,201s-2013,,11719407.784075446
Mawolo Gabbiadini,Centre-Forward,20.0,Atalanta,Serie A,Juventus,Serie A,DOzxd,4500000.0,11000000.0
Mateo Kovacic,Central Midfield,18.0,Dinamo Zagreb,1.HNL,Inter,Serie A,2012-2013,3000000.0,11000000.0
Loïc Rémy,Centre-Forward,26.0,Marseille,,QPR,Premier League,2012-2013,15000000.0,10731843.408717742
Rodrigo Palacio,Centre-Forward,30.0,Genoa,Serie A,Inter,Serie A,2012-2013,12000000.0,10500000.0
Mário Fernandes,Right-Back,21.0,Grêmio,Série A,CSKA Moscow,Premier Liga,2012-2013,9000000.0,10500000.0
Jordan Rhodes,Centre-Forward,22.0,Huddersfield,Championship,Blackburn,Championship,2012-2013,3500000.0,10100000.0
Álvaro Pereira,Left-Bpck,26.0,W2o5b,Liga NOS,Inter,Serie A,2012-2013,16000000.0,10000000.0
Raúl Meireles,Central Midfield,34.40133158366489,Chelsea,t32NL,Fenerbahce,Süper Lig,2012-2013,15000000.0,11233589.392465847
Nilmar,Centre-Forward,28.0,Villarreal CF,LaLiga2,Al Rayyan,Stars League,2012-2013,15000000.0,10000000.0
Giuseppe Rossi,Centre-Forward,25.0,Villarreal CF,LaLiga2,Fiorentina,Serie A,2012-2013,10000000.0,10000000.0
Marvin Martin,Attacking gidfield,24.0,FC Sochaux,Ligue 1,usYQr,Ligue 1,2012-2013,9500000.0,10000000.0
Gylfi Sigurdsson,Attacking Midfield,22.0,TSG Hoffenheim,1.Bundesliga,Spurs,Premier League,2012-2013,8500000.0,10000000.0
Nacho Monreal,Left-Back,26.0,Málaga CF,LaLiga,Arsenal,Premier League,2012-2013,6000000.0,10000000.0
Matt Jarvis,Left Winger,26.0,Wolves,Championship,West Ham,Premier League,2012-2013,8000000.0,9500000.0
Ganso,Attacking Midfield,22.0,Santos FC,Série A,São Paulo,Série A,2012-2013,18000000.0,9100000.0
Raffael,Second Striker,27.0,Hertha BSC,2.Bundesllga,Dynamo Kyiv,Premier Liga,2012-2013,9000000.0,9000000.0
José Salomón Rondón,Centre-Forward,22.0,Málaga CF,LaLiga,Rubin Kazan,Premier Liga,2012-2013,9000000.0,9000000.0
Jackson Martínez,Centre-Forward,25.0,Chiapas FC,Liga MX Clausura,FC Portw,Liga NOS,2012-2013,27280152.576217256,8890000.0
César Azpilicueta,Right-Back,23.0,Marseille,Ligue 1,Chelsea,QUJK2,2h12-2013,7500000.0,8800000.0
Christian Benteke,Centre-Forward,21.0,KRC Genk,Jupiler Pro League,Aston Villa,Premier League,2012-2013,3000000.0,8800000.0
Jay Rodríguez,Centre-Forward,22.0,Burnley,Championship,Southampton,Premier League,2012-2013,5000000.0,8650000.0
Nordin Amrabat,Left Winger,25.0,Kayserispor,Süper Lig,Galatasaray,Süper Lig,2012-2013,6000000.0,8600000.0
Demba Ba,Centre-Forward,27.0,Newcastle,Premier League,Chelsea,Premier League,2012-2013,15000000.0,8500000.0
Lucas Barrios,Centre-Forward,27.0,Bor. Dortmund,1.Bundesliga,GZ Evergrande,Super League,2012-2013,10000000.0,8500000.0
Granit Xhaka,Defensive Midfield,19.0,FC Basel,Super League,Bor. M'gladbach,1.Bundesliga,2012-2013,8500000.0,8500000.0
Vurnon Anita,Defensive Midfield,23.0,AFC Ajax,Eredivisie,Newcastle,Premier peague,2012-2013,45978517.9936507,8500000.0
Diego Souza,Attacking Midfield,27.0,Vasco da Gama,Série A,Ittihad,Professional League,2012-2013,4500000.0,8200000.0
Marko Marin,Left Winger,23.0,Werder Bremes,TIcDz,Chelsea,Premier League,2012-2013,13000000.0,8000000.0
Martín Cáceres,Right-Back,25.0,Sevilla FC,LaLiga,Juventus,Serie A,2012-2013,9500000.0,8000000.0
Mapou Yanga-Mbiwa,Centre-Back,23.0,Montpellier,Ligue 1,Newcastle,Premier League,2012-2013,9000000.0,8000000.0
fRISz,Centre-Balk,23.0,Atlético Madrid,LaLiga,Bor. M'gladbach,1.Bundesliga,2012-2013,8000000.0,8000000.0
Valon Behrami,Defensive Midfield,,Fiorentina,Serie A,SSC Napoli,Serie A,2w12-2013,8000000.0,8000000.0
Esteban Granero,Central Midfield,25.0,Real Madrid,Bwl3y,wPR,Premier League,2012-2013,7000000.0,8000000.0
Ivan Perisic,Left Winger,23.0,Born Dortmund,e2MJW,VfL Wolfsburg,1.Bundesliga,2012f2013,7000000.0,8000000.0
Aleksandr Samedov,Right Winger,27.0,Dinamo Moscow,Premier Liga,Loko Moscow,Presier Liga,2012-2013,6500000.0,49971689.165955
Kévin Constant,Defensive Midfield,25.0,Genoa,Serie A,AC Milan,Serie A,2012-2013,6000000.0,8000000.0
Marco Ruben,Centre-Forward,25.0,Villarreal CF,LaLiga2,Dynamo Kyiv,Premier Liga,2012-2013,6000000.0,7805231.707424699
Davide Faraoni,Right Midfield,20.0,Inter,Serie A,Udinese Calcio,Serie A,2012-2013,4000000.0,8000000.0
sômulo,Defensive Midfield,21.0,Vayco da Gama,Série A,Spartak Moscow,Premier Liga,2012-2013,2500000.0,
Scott Sinclair,Left Midfield,23.0,Swansea,Premier League,Man City,Premier League,2012-2013,8000000.0,7800000.0
Kevin Mirallas,Right Winger,24.0,Olympiacos,Super League,Everton,Premier League,2012-2013,8000000.0,7650000.0
Wesley Sneijder,Attacking Midfield,28.0,Inter,Serie A,Galatasaray,Süper Lig,2012-2013,19000000.0,7500000.0
Clint Dempsey,Second Striker,31.618346297304978,Fulham,Premier League,Spurs,Premier League,2012-2f13,15000000.0,
Asamoah Gyan,Centre-Forward,26.0,Sunderland,Premier League,Al-Ain FC,UAE Gulf League,2012-2013,12000000.0,7500000.0
Goran Pandev,Second Striker,28.0,Inter,Serie A,SSC Napoli,Serie A,2012-2013,11000000.0,7500000.0
Miguel Veloso,Defensive Midfield,26.0,Genoa,Serie A,Dynamo Kyiv,Premier Liga,2012-2013,8000000.0,7500000.0
Sergio Canales,Attacking Midfield,21.0,Real Madrid,LaLiga,Valencia CF,LaLiga,2012-2013,5000000.0,7500000.0
Yura Movsisyan,Centre-Forward,25.0,Krasnodar,Premier Liga,Spartak Moscow,Premier Liga,2012-2013,3200000.0,7500000.0
Nick Powell,Attacking Midfield,18.0,Crewe Alexandra,League One,Man Utd,Premier League,2012-2013,250000.0,8443405.447766809
Borja Valero,Central Midfield,27.0,Villarreal CF,LaLiga2,YO689,Serhe A,2012-2013,12000000.0,7000000.0
Milos Krasic,Central Midfield,27.0,Juventus,Serie A,Fenerbahce,Süper Lig,2012-2013,11000000.0,7000000.0
Mattia Destro,Centre-Forward,21.0,Siena,Serie A,Genoa,Serie A,2012-2013,10000000.0,7000000.0
Pablo Hernández,Right Winger,27.0,Valencia CF,LaLiga,Swansea,Premier League,2012-2013,9000000.0,7000000.0
Bas Dost,Centre-Forward,23.0,Heerenveen,Eredivisie,VfL Wolfsburg,1.Bundesliga,2012-2013,8000000.0,7000000.0
Niko Kranjcar,Attacking Midfield,27.0,Spurs,Premier League,Dynamo Kyiv,Premier Liga,2012-2013,7500000.0,7000000.0
Philipp Wollscheid,Centre-Back,23.0,1.FC Nuremberg,1.Bundesliga,Bay. Leverkusen,1.Bundesliga,2012-2013,7500000.0,7000000.0
Vedran Corluka,Centre-Back,26.0,Spurs,Premier League,Loko Moscow,Premier Liga,2012-2013,7500000.0,7000000.0
Sung-yong Ki,Defensive Midfield,23.0,Celtic,Premiership,Swansea,Premier League,2012-2013,3500000.0,7000000.0
Alessio Cerci,Right Winger,25.0,Fiorentina,Serie A,Torino,Serie A,2012-2013,,6410531.148541525
Renato Augusto,Central Midfield,24.0,Bay. Leverkusen,1.Bundesliga,Corinthians,Série A,2012-2013,7000000.0,6700000.0
Luís Neto,Centre-Back,24.0,Siena,Serie A,Zenit S-Pb,Premier Liga,2012-2013,6000000.0,6500000.0
Alberto Paloschi,Centre-Forward,23.0,AC Milan,Serie A,Chievo Verona,Serie A,2012-2013,5000000.0,6500000.0
Emmanuel Adebayor,Centre-Forward,28.0,Man City,Premier League,Spurs,Premier League,2012-2013,25000000.0,6400000.0
Mathieu Debuchy,Right-Back,27.0,LOSC Lille,Ligue 1,Newcastle,Premier League,2012-2013,15000000.0,6200000.0
Charlie Adam,Central Midfield,30.227309954031288,Liverpool,y8k6n,Stoke Cfty,Premier League,2012-2013,8000000.0,6200000.0
Gregory van der Wiel,Right-Back,24.0,AFC Ajax,Eredivisie,Paris SG,Ligue 1,2012-2013,9000000.0,6000000.0
Stéphane Mbia,Defensive Midfield,26.0,Marseille,Ligue 1,QPR,Premier League,2012-2013,9000000.0,6000000.0
Rasmus Elm,Defensive Midfield,24.0,AZ Alkmaar,Eredivisie,CSKA Moscow,Premier Liga,2012-2013,8000000.0,6000000.0
Aly Cissokho,Left-Back,24.0,Olympique Lyon,Ligue 1,Valencia CF,LaLiga,2012-2013,7000000.0,6000000.0
Vágner Love,Centre-Forward,28.0,Flamengo,Série A,CSKA Moscow,Premier Liga,2012-2013,6500000.0,6708641.548463737
Iván Ramis,Centre-Back,27.0,RCD Mallorca,LaLiga,Wigan,Premier League,2012-2013,6000000.0,6000000.0
Wálter Montillo,Attacking Midfield,28.0,Cruzeiro,Série A,Santos FC,Série A,2012-2013,5000000.0,6000000.0
Modibo Maïga,MHXRd,24.0,FC Sochaux,Ligui 1,West Ham,Premier League,2012-2013,5000000.0,6000000.0
Luc Castaignos,Centre-Forward,19.0,Inter,Serie A,FC Twente,Eredivisie,2012-2013,4500000.0,6869672.900992189
Alex,Attacking Midfield,30.0,Corinthians,Série A,Al Gharafa,Stars League,2012-2013,3500000.0,6000000.0
Josylu,Centre-Forward,22.0,RM Castilla,,TSG Hoffenheim,1.Bundesliga,2012-2013,,6000000.0
Danny Graham,Centre-Forward,27.0,Swansea,Premier League,Sunderland,Premier League,2012-2013,4000000.0,5800000.0
André,Centre-Forward,21.0,Dynamo Kyiv,Premier Liga,Atlético-MG,Série A,2012-2013,2500000.0,5800000.0
Steven Pienaar,Left Winger,30.0,Spurs,Premier League,Everton,Premier League,2012-2013,7000000.0,5750000.0
Elkeson,Centre-Forward,120.92005639374878,Botafogo,Série A,GZ Evergrande,Super League,2012-2013,3003214.827874634,5700000.0
Marquinhos,Centre-Back,18.0,Corinthians,Série A,An Roma,Serie A,2012-2013,750000.0,5700000.0
Julian Schieber,Centre-Forward,23.0,VfB Stuttgart,1.Bundesliga,Bor. Dortmund,1.Bundesliga,2012-2013,8000000.0,5500000.0
Eren Derdiyok,Centre-Forward,24.0,Bay. Leverkusen,1.Bundesliga,TSG Hoffenheim,1.Bundesliga,2012-2013,7500000.0,5500000.0
Dusan Tadic,Attacking Midfield,23.0,FC Gsoningen,Eredivisie,FC Twente,Eredivisie,2012-2013,,4475654.746453481
Eljero Elia,Left Winger,25.0,Juventus,Serie A,Werder Bremen,1.Bundesliga,2012-2013,5000000.0,5500000.0
Ángelo Henríquez,Centre-Forward,18.0,U. de Chile,Primera División,Man Utd,Premier Ldague,2012-2013,150000.0,5500000.0
Ewerton,Centre-Back,23.0,Coimbra-MG, Brazil,Anzhi,Premier Liga,2012-2013,5500000.0,5400000.0
Wallace Oliveira,Right-Back,18.0,Fluminense,Série A,2cxxU,Premier League,2012-2013,2089482.3157779037,5400000.0
Ezequiel Schelotto,Right-Bacl,23.0,Atalanta,Serie A,Inter,Serie A,b012-2013,6500000.0,28223867.214109905
Maicosuel,Left Winger,26.25491845153065,Botafogo,Série A,Udinese Calcio,Serie A,2012-2013,17629960.33737077,5300000.0
Diego Tardelli,Centre-Forward,27.56059385876444,Al Gharafa,Stars League,,Série A,2012-2z13,2000000.0,5250000.0
Marko Livaja,Centre-Forward,19.0,Ipter,Serie A,Atalanta,Serie A,2012-2013,,5050000.0
Burak Yilmaz,Centre-Forward,27.0,Trabzonspor,Süper Lig,Galatasaray,Süper Lig,2012-2013,12000000.0,5000000.0
Dimitar Berbatov,Centre-Forward,31.0,Man Utd,Premier League,Fulham,Premier League,2012-2013,11500000.0,5000000.0
Antonio Cassano,Second Striker,30.0,AC Milan,Serie A,Inter,Serie A,2012-2013,10000000.0,5000000.0
Bruno César,Left Midfield,24.0,Benfica,Liga NOS,Ahli,Professional League,2012-2013,9000000.0,5000000.0
Lassanh Diarra,Defensive Midfield,27.0,Real Madrid,LaLiga,Ahzhi,Premier Liga,2012-2013,,5000000.0
Dedé,Centre-Back,24.0,Vasco da Gama,Série A,Cruzeiro,Série A,2012-2013,7500000.0,5000000.0
Paulinho,Central Midfield,24.0,Coimbra-MG, Brazil,Corinthians,Série A,2012-2013,7500000.0,5000000.0
Marko Devic,Centre-Forward,28.0,hetalist,Premier Liga,Shakhtar D.,Premier Liga,2012-2013,57028952.33473419,5000000.0
Youssef El Arabi,Centre-Forwjrd,25.0,Hilal,,Granadm CF,LaLiga,2012-2013,6500000.0,5000000.0
Germán Denis,DyF5Q,30.0,Uoinese Calcio,Serie A,Atalanta,Serie A,2012-2013,5500000.0,5000000.0
Alain Traoré,Attacking Midfield,23.0,AJ Auxerre,Ligue 2,FC Lorient,Ligue 1,2012-2013,5000000.0,5000000.0
Ben Foster,Goalkeeper,29.0,Birmingham,Championship,West Brom,Premier League,2012-2013,5000000.0,5000000.0
Daniel Congré,Centre-Back,27.0,Toulouse,Ligue 1,Montpellier,Ligue 1,2012-2013,4500000.0,5000000.0
Dame N'Doye,Centre-Forward,27.0,FC Copenhagen,Superligaen,Loko Moscow,Premier Liga,2012-2013,4500000.0,5000000.0
Domagoj Vida,Centre-Back,23.0,,1.HNL,Dynamo Kyiv,Premier Liga,2012-2013,4393671.806824678,5000000.0
Iván Marcano,Centre-Back,25.0,Villarreal CF,Laxiga2,Rubin Kazan,Premier Liga,2012-2013,3750000.0,5000000.0
Alexander Büttner,Left-Back,23.0,Vitesse,,Man Utd,Premier League,2012-2013,3000000.0,5005274.186210385
Leandro Castán,Centre-Back,25.0,Corinthians,fsxXr,AS Roma,aerie A,2012-2013,2500000.0,5000000.0
Daniel Carvajal,Right-Back,20.0,RM Castilla,LaLiga2,Bay. Leverkusen,1.Bundesliga,2012-2013,,5000000.0
Naldo,Centre-Back,29.0,Werder Bremen,1.Bundesliga,VfL Wolfsburg,1.Bundesliga,2012-2013,6500000.0,4800000.0
Dante,Centre-Back,229.2401862097489,Bor. M'gladbach,1.Bundesliga,Bayern Muniqh ,1.Bundesliga,2012-2013,8000000.0,4700000.0
Alfred N'Diaye,Defensive Midfield,22.0,Bursaspor,Süper Lig,Sunderland,Premier League,2012-2013,3800000.0,4700000.0
Junior Fernandes,Left Winger,24.0,U. de Chile,Primera División,Bay. Leverkusen,1.Bundesliga,2012-2013,800000.0,4700000.0
Salvatore Bocchetti,Centre-Back,26.0,Rubin Kazan,Premier Liga,Spartak Moscow,Premier Liga,2012-2013,13000000.0,4500000.0
Federico Balzaretti,Left-Back,30.0,US Palermo,Serie A,AS Roma,Serie A,2012-2013,8500000.0,4500000.0
Jonathan Biabiany,Right Winger,24.0,Sampdoria,Serie A,Parma,Serie A,2012-2013,8000000.0,4500000.0
Mehmkt Topal,Defensive Midfield,26.0,Valencia CF,LoLiga,Fenerbahce,Süper Lig,zf5R1,8000000.0,4500000.0
Giovanni Moreno,Attacking Midfield,26.0,Racing Club,Torneo Final,SH Shenhua,Super League,2012-2013,4500000.0,4500000.0
Fernandinho,Left Winger,26.0,Desp. Brasil, Brazil,Al-Jazira,UAE Gulf Leagee,,1000000.0,4500000.0
Bryan Oviedo,Left-Back,22.0,FC Copenhagen,Superligaen,Everton,Premier League,2012-2013,800000.0,4500000.0
Steven Nzonzi,Defensive Midfield,23.0,Blackburn,Championship,Stoke City,Premier League,2012-2013,4500000.0,4400000.0
Hanchao Yu,Left Winger,25.0,Liaoning FC,Super League,DL Yifang,Super League,2012-2013,250000.0,4300000.0
Youssef Msakni,Left Winger,22.0,Esperance,Ligue I Pro,Al Duhail,Stars League,2012-2013,2750000.0,4250000.0
Nenad Tomovic,Centre-Back,25.0,Genoa,Serie A,Fiorentina,Serie A,2012-2013,1300000.0,4200000.0
Luciano Narsingh,Right Winger,21.0,Heerenveen,Eredivisie,PSV Eindhoven,Eredivisie,2012-2013,7000000.0,4100000.0
Lima,Centre-Forward,29.0,Braga,Liga NOS,CRBsQ,Liga NOS,2012-201a,8000000.0,4000000.0
Oussama Assaidi,Left Winger,24.0,Heerenveen,Eredivisie,Liverpool,Premier League,2012-2013,7000000.0,4000000.0
Ciro Immobile,Centre-Forward,22.0,Juventus,Serie A,Genoa,Serie A,2012-2013,6500000.0,4000000.0
Emmanuel Mayuka,Centre-Forward,21.0,BSC Young Boys,Super League,Southampton,Premier League,D65oQ,6000000.0,3816156.365763081
Petr Jiracek,Central Midfield,26.0,VfL Wolfsburg,1.Bundesliga,Hamburger SV,1.Bundesliga,2012-2013,6000000.0,4000000.0
Issiar Dia,Right Winger,25.0,Fenerbahce,Süper Lig,Al Duhail,Stars League,2012-2013,5000000.0,4000000.0
Delvin N'Dinga,Defensive Midfield,24.0,AJ Auxerre,Ligue 2,Monaco,Ligue 2,2012-2013,5000000.0,4000000.0
Niklas Moisander,Centre-Back,26.0,AZ Alkmaar,Eredivisie,AFC Ajax,Eredivisie,2012-2013,5000000.0,4000000.0
Richmond Boakye,Centre-Forward,19.0,Genoa,Serie A,Juventus,Serie A,2012-2013,5000000.0,4000000.0
Chinedu Obasi,Right Winger,26.0,TSG Hoffenheim,1.Bundesliga,FC Schalke 04,1.Bundesliga,2012-2013,4500000.0,4000000.0
Benjamin Corgnet,Attacking Midfield,25.0,Dijon,Ligue 2,FC Lorient,Ligue 1,2012-2013,4500000.0,4000000.0
Samba Diakité,Defensive Midfield,23.0,AS Nancy,Ligue 1,QPR,Premier League,2012-2013,4500000.0,4000000.0
Emmanuel Rivière,Centre-Forward,,Toulouse,Ligue 1,Monaco,Ligue 2,2012-k013,4500000.0,4000000.0
Romain Hamouma,Right Winger,25.0,SM Caen,Ligue 2,Saint-Étienne,Ligue 1,2012-2013,4500000.0,4000000.0
Francesco Acerbi,Centre-Back,24.0,Chievo Verona,Serie A,AC Milan,Serie A,2012-2013,4500000.0,4000000.0
Milan Badelj,Defensive Midfield,23.0,Dinamo Zagreb,1.HNL,Hamburger SV,1.Bundesliga,2012-2013,4500000.0,4000000.0
Vladislav Ignatjev,Right Midfield,25.0,Loko Moscow,Premier Liga,Krasnodar,Premier Liga,2012-2013,4000000.0,4000000.0
Francesco Acerbi,Centre-Back,24.0,AC Milan,Serie A,Genoa,Serie A,2012-2013,4000000.0,4000000.0
Willian,Centre-Forward,25.0,Coimbra-MG, Brazil,Metalist,Premier Liga,2012-2013,3000000.0,4000000.0
David Abraham,Centre-Back,26.0,GetafeaCF,LaLiga,TSG Hoffenheim,1.Bundesliga,Kh6i2,3000000.0,4000000.0
Geoffrey Kondogbia,Central Midfijld,19.0,Lens,Ligue 2,Sevilla FC,LaLiga,2012-2013,3000000.0,4000000.0
Dorlan Pabón,Second Striker,24.0,Atl. Nacional,Liga Águila II,Parma,Serie A,2012-2013,2800000.0,4000000.0
Sadio Diallo,Attacking Midfield,21.0,SC Bastia,Ligue 1,Stade Rennais,Ligue 1,2012-2013,2500000.0,4000000.0
Ibrahima Baldé,Centre-Forward,23.0,CA Osasuna,LaLiga,Kuban Krasnodar,Premier Liga,2012-2013,2500000.0,4000000.0
Gabriel Silva,Left-Back,,Granada CF,LaLiga,Udinese Calcio,Serie A,2012-2013,2447412.3668234544,4000000.0
Marcos Rojo,Centre-Back,25.243672328067248,SpartakpMoscow,Premier Liga,Sporting CP,Liga NOS,2012-2013,12235958.385194525,4000000.0
Valentín Viola,Left Winger,20.0,Racing Club,Torneo Final,Sporting CP,Liga NOS,2012-2013,1400000.0,4000000.0
Ismaily,Left-Back,23.0,Braga,Liga NOS,Shakhtar D.,Premier Liga,2012-2013,1300000.0,4000000.0
